date,user,location,text
2022-03-15 17:16:37,michaellondra,"Wexford, Ireland",Making me bawl over my lunch. #WinterOlympics #WinterParalympics https://t.co/5EYLTDjVyG
2022-03-15 16:50:24,ParaHeritage,"Stoke Mandeville, England",Spaces are booking up quickly for our #MeetTheParalympian Event with Paralympic cross-country skier Mike Brace CBE!… https://t.co/EjnJTeacRY
2022-03-15 16:31:14,NBCOlympics,,"From historic wins to the most paw-fect medal ceremony, here are some of the top moments from the 2022… https://t.co/QeQCIZkNZI"
2022-03-15 16:30:50,Paralympics,,#Beijing2022 is now part of the history of the #WinterParalympics ❤️💙💚 https://t.co/VkDt7MLhnw
2022-03-15 16:29:46,RyanHills27,"Bonn, Germany","Beijing, you were an absolute pleasure. #WinterParalympics https://t.co/6o2SYP7eOb"
2022-03-15 15:30:19,usahockey,"Colorado Springs, Colo.",".@spudsusa27 - the most decorated sled hockey player in Paralympic history🥇

#WinterParalympics | #TeamUSA🇺🇸 https://t.co/lJS1Wbdpjc"
2022-03-15 15:26:17,FourBlock,,Congratulations to #FourBlock Alumnus &amp; @USMC Veteran @MrBenjaminBoom &amp; the U.S. National Sled Hockey team for winn… https://t.co/MklbXwN0Db
2022-03-15 15:21:29,Mediatree_en,Paris,"❄️⛷ #France comes 4th in the rankings of the 2022 #WinterParalympics which ended sunday, with 7 gold medals to its… https://t.co/t9EaphAAq8"
2022-03-15 15:05:19,USOPC_AAC,,Welcome home to our athlete reps  @brittanicoury of @usparasnowboard &amp; @6DFarmer of @usahockey ‼️ We greatly apprec… https://t.co/iw73k8j468
2022-03-15 15:00:00,SportsGazette,"Twickenham, London","Winter sports and China? Do they really belong together?

At the #WinterParalympics they surprisingly took first pl… https://t.co/xZjijj00lc"
2022-03-15 14:47:58,LFCDogGuides,"Oakville, ON",A touching moment between Austrian Paralympian Carina Edlinger and her guide dog Riley. This heartwarming moment sh… https://t.co/FNp4MWJ5Oy
2022-03-15 14:07:02,Quicktake,,🇺🇦 Ukraine finished 2nd behind China at the #Beijing2022 #WinterParalympics. Now the team returns home to war with… https://t.co/RoYOxQdizR
2022-03-15 13:43:24,HuseynliShafag,Azerbaijan,Back home with Rhon Rhon ✈️#WinterParalympics https://t.co/KEUqDf9eGj
2022-03-15 13:09:38,ElissaCPA,"Denton, TX","Team USA, Team Toyota’s Rico Roman Wins Third Paralympic Medal at Paralympic Winter Games #WinterParalympics… https://t.co/RuKF2FpThg"
2022-03-15 13:09:28,ElissaCPA,"Denton, TX",Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/haj0ZlswfH
2022-03-15 12:01:33,webasedlearning,,What a game! 👏 Congratulations to #TeamPanasonic’s @tylermcgregor08 and his team for taking the silver in Para Sled… https://t.co/5ETZEWXeSp
2022-03-15 12:00:02,SportsGazette,"Twickenham, London",The #WinterParalympics ended on Sunday and what remains in the memory is the outstanding performance of the Ukraini… https://t.co/17NpZFwMJV
2022-03-15 11:18:54,SportscoolC,Cheshire,Well done to @TeamGB and @ParalympicsGB in your performances in the #WinterParalympics and #winterolympics you made… https://t.co/mfAXoGAv63
2022-03-15 10:33:18,NewhamSsp,Newham london,In @RosettaPrimary with Y2/3 delivering @YouthSportTrust Inclusive Sports Festival #WinterParalympics Lots of fun &amp;… https://t.co/5wrlJio3qp
2022-03-15 08:50:05,Paralympics,,Complete this sentence. My favourite performance at the #WinterParalympics was... https://t.co/3jFGkUGug8
2022-03-15 07:41:00,CGTNSportsScene,"北京, 中华人民共和国","#ShueyRhonRhon &amp; #BingDwenDwen, we'll miss you❤️

#Beijing2022 #WinterParalympics #WinterOlympics #雪容融 #冰墩墩… https://t.co/vHEQovQqld"
2022-03-15 07:06:04,Quicktake,,"🥇 “It’s a result for (the) people of Ukraine. They need this victory because it’s hope.”

Ukraine finished 2nd in t… https://t.co/QyMMQW3nxa"
2022-03-15 06:44:46,CGTNSports,"Beijing, China","When sports are less related to points and medals, athletic excellence and diversity came to co-exist during the re… https://t.co/gc4fm7X8AI"
2022-03-15 05:11:40,n1LogQ5vluoeKIv,,❄️The story of a snowflake that started with the opening ceremony of the #Beijing2022 #WinterOlympics and ended wit… https://t.co/wu6fBS7poG
2022-03-15 05:02:29,AUSParalympics,Australia,"After 4 #WinterParalympics &amp; 12 years at the top of her sport, Team co-captain @MelPSki confirmed #Beijing2022 woul… https://t.co/pO61mUUYb6"
2022-03-15 04:25:00,CGTNSportsScene,"北京, 中华人民共和国","🇨🇳China's #ParaIceHockey team made history by claiming bronze🥉 with a 4-0 win over South Korea

🏒Shen Yifeng, Yu Ji… https://t.co/fw58mNlYo5"
2022-03-15 04:22:01,cn_humanrights,"Beijing, China","IFAD expert: Disability inclusion key to rural revitalization https://t.co/hGri83yXvs 来自 @FacebookWatch 
The… https://t.co/pFpecaYWnV"
2022-03-15 04:00:00,Tsinghua_Uni,Beijing,"""I often think the #WinterParalympics shows the endless possibilities and encourages people to pursue their potenti… https://t.co/7AqV3TZqja"
2022-03-15 03:16:18,abdulla_shahid,Maldives,"The #Beijing2022 #WinterParalympics have once again, highlighted the importance of unity, inclusivity &amp; celebration… https://t.co/MrpAHgeMKq"
2022-03-15 02:11:30,TopYellowriver,"Zhengzhou, Henan, China","#Trending I miss #BingDwenDwen and #ShueyRhonRhon, how about you? Let's reminisce about the happy time with them~… https://t.co/pO0M76hXHV"
2022-03-15 02:06:46,CGTNSportsScene,"北京, 中华人民共和国","""China has brought many countries including Mexico into the Winter Paralympic family as our country's athlete Arly… https://t.co/GS0ZxECDgI"
2022-03-15 02:05:09,SportsEngine,,"As the #WinterParalympics come to an end, see what it took for Paralympic legend @OksanaMasters to prep for race da… https://t.co/pBLWoM9GD8"
2022-03-15 02:00:01,Tsinghua_Uni,Beijing,"“The 2022 #WinterParalympics is a great heritage for Beijing people,” says Kate McLoughlin, Australian Chef de Miss… https://t.co/cKbdTsVERJ"
2022-03-15 01:28:03,ausportsmuseum,"Melbourne, Australia","What a fantastic end to the #WinterParalympics 🙌

Congratulations to all our green and gold athletes, and a special… https://t.co/PyVjDXB8Wr"
2022-03-15 00:59:29,LA28,"Los Angeles, CA",Never. Never. Never. Never!! We had to say that 4 times in a row 😏 Forever celebrating @usahockey 🥇🥇🥇🥇… https://t.co/efvNbiq1GO
2022-03-14 23:47:31,mfavalos,"Bonn, Germany","Photo bomb! #ShueyRhonRhon 

Xie xie Beijing 2022 Paralympic Winter Games! 

#Beijing2022 #ShueyRhonRhon… https://t.co/UQkqKvHtqU"
2022-03-14 23:33:02,CodyToyota,"Texas, USA",MASTERED IT 🥇 @OksanaMasters shot for gold in the long distance biathlon and can now call herself a 15-time Paralym… https://t.co/kLAH95ilUX
2022-03-14 23:04:47,AJBakare,Greater Manchester 🐝 & London,"I’ve loved being part of a hugely talented, dynamic &amp; slick team at @WeAreWhisperTV &amp; @C4Sport bringing the incredi… https://t.co/cl63bsa8G9"
2022-03-14 23:00:02,ThunderbirdsAHL,"Springfield, MA",Congrats to Team USA and to South Hadley native @kylezych for bringing home gold at the #WinterParalympics! 🥇 https://t.co/htTyxVmakN
2022-03-14 22:30:05,IAmASnowSeeker,Western Canada,"From @jepsenmollie taking the 1st #WinterParalympics gold, to @brittanyhudak93 sliding into double bronze, and did… https://t.co/e9VmOBkdrp"
2022-03-14 22:19:02,CodyToyota,"Texas, USA","Team USA, Team Toyota’s Oksana Masters Wins Second Gold, Earns Fifth Medal at the 2022 Paralympic Winter Games… https://t.co/na9eqOWYsm"
2022-03-14 22:00:02,BerksCountyCIL,"Reading, PA",The 2022 Beijing #WinterParalympics wrapped up yesterday! Check the official medal count. We can’t wait to see thes… https://t.co/J4Lm1eVbCU
2022-03-14 22:00:01,Tsinghua_Uni,Beijing,"Thanks to the hard work and dedication of all volunteers behind the scenes at @Beijing2022, the heart of everyone i… https://t.co/DQPDxrUDpZ"
2022-03-14 21:20:49,Paralympics,,"The multi-medallists of the #WinterParalympics! 🥇

A thread on the top ten performing athletes at #Beijing2022. Fea… https://t.co/UsPepd9Ecb"
2022-03-14 21:06:37,usahockey,"Colorado Springs, Colo.","May we never stop celebrating!🤩

#WinterParalympics | #TeamUSA🇺🇸 https://t.co/izb1QWQOIN"
2022-03-14 20:55:45,ChinaEUMission,"Brussels, Belgium",Hard to say goodbye. Highlights of the closing ceremony of #WinterParalympics. #Beijing2022 https://t.co/gN8k2yQ6Zn
2022-03-14 20:45:01,bonniestjohn,NYC,"The 2022 #WinterParalympics were incredible! #TeamUSA is bringing home 20 medals thanks to our inspiring, resilient… https://t.co/VfpDSBWkAn"
2022-03-14 20:40:05,CodyToyota,"Texas, USA",Team Toyota’s Oksana Masters Becomes Most Decorated U.S. Winter Paralympian at the 2022 Paralympic Winter Games… https://t.co/cwd4OyKWIi
2022-03-14 20:17:41,AdamWittekTV,"London, UK","Final #MedalTable at the #Beijing2022 #WinterParalympics - what an inspiring feat, #TeamUkraine! 🇺🇦💪🏻… https://t.co/7lVK2ToWxZ"
2022-03-14 20:08:59,AAAClubAlliance,"Wilmington, DE",A big CONGRATS to #TeamUSA for bringing home the gold at the #WinterParalympics!  Proud to be the Official Travel P… https://t.co/uzNB7oWhmL
2022-03-14 19:56:56,FusionMedia_CA,Canada,The closing ceremony of the #Beijing2022 #WinterParalympics was grandly held at the National Stadium on the evening… https://t.co/NmvqeuOPyL
2022-03-14 19:45:15,ElissaCPA,"Denton, TX",Team Toyota’s Oksana Masters Becomes Most Decorated U.S. Winter Paralympian at the 2022 Paralympic Winter Games… https://t.co/MEjjuepq9F
2022-03-14 19:44:15,TeamUSA,,We’re still reliving the record-breaking performances of the #WinterParalympics! 🤩
2022-03-14 19:29:02,CodyToyota,"Texas, USA","Team USA, Team Toyota’s Rico Roman Wins Third Paralympic Medal at Paralympic Winter Games #WinterParalympics… https://t.co/c40ZCxPSzt"
2022-03-14 19:12:16,UnpaintedMelody,Must be near saltwater 🐳 🌊,"Oh my heart 💙🐾
#WinterParalympics https://t.co/wBNSz6t7ZL"
2022-03-14 18:48:24,GaelanStarfire_,,Huge congrats to my boy @McKee25 and all of #TeamUSA on winning that Gold! #WinterParalympics https://t.co/7m4zXqW2oD
2022-03-14 18:48:00,Busylifeandme,England,"For a nation without much snow, I think #teamgb has performed incredibly well at the #WinterParalympics. Do you?… https://t.co/Ks3Utaa9wl"
2022-03-14 18:46:01,FusionMedia_CA,Canada,"The Beijing Winter Olympics Organizing Committee held a press conference on March 13. Cai Qi, Secretary of the Beij… https://t.co/rcQiw3RUNo"
2022-03-14 18:32:00,Busylifeandme,England,This week my theme is highlights of the #WinterParalympics. If you have any you would like to share just include th… https://t.co/bAHwfnF2L8
2022-03-14 18:21:00,AmericanOandP,"Alexandria, VA",So much excitement at this year's #WinterParalympics https://t.co/Dk5qML9yRy
2022-03-14 18:10:49,CarlosD47996453,,7 medals in 7 events‼️ @OksanaMasters has won a medal in EVERY event she competed in at the 2022 Games and is the f… https://t.co/EA3CvgJDkx
2022-03-14 18:10:41,CarlosD47996453,,Incredible! #TeamToyota's @ricosled23 and @usahockey win the gold medal in the Men's Sled Hockey at the… https://t.co/zB2q6fHY8t
2022-03-14 18:10:23,CarlosD47996453,,Team Toyota’s Oksana Masters Becomes Most Decorated U.S. Winter Paralympian at the 2022 Paralympic Winter Games… https://t.co/02cJJBmr9s
2022-03-14 18:10:16,CarlosD47996453,,"Team USA, Team Toyota’s Rico Roman Wins Third Paralympic Medal at Paralympic Winter Games #WinterParalympics… https://t.co/KujbAhwyaY"
2022-03-14 18:10:08,CarlosD47996453,,Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/k9zWMcbMZ0
2022-03-14 18:00:01,DeloitteUS,United States,"We loved seeing @bren_hucks on the slopes repping #TeamUSA during the #WinterParalympics! Amazing job, Brenna, and… https://t.co/XfSILuz34c"
2022-03-14 17:42:51,usahockey,"Colorado Springs, Colo.","Unreal.

#WinterParalympics | #TeamUSA🇺🇸 https://t.co/50n5c72h7Z"
2022-03-14 17:42:03,CodyToyota,"Texas, USA",Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/aSq6ZptyyB
2022-03-14 17:38:16,JLEstradaV,"San Antonio, TX",Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/zELn426z4v
2022-03-14 17:16:57,TeamUSA,,".@usahockey's sled team is going home with the 🥇

Whether you stayed up late (or got up early), thank you for watch… https://t.co/N1QGhahtv3"
2022-03-14 17:05:16,Sports_Mpls,Minneapolis,Did you know? The 5️⃣ Minnesotans that competed in the #WinterParalympics brought home a trio of medals for… https://t.co/Sc98HfqzQv
2022-03-14 17:00:04,globaltimesnews,"Beijing, China","It is time to say goodbye but with cherished memories from #Beijing2022, the city and the grand sports event. Let’s… https://t.co/mg8tYEDefH"
2022-03-14 16:44:01,Henshaws,Across the North of England,"Congratulations to the @ParalympicsGB athletes who won medals during #Beijing2022.
#ParalympicsGB won six medals, w… https://t.co/Q8s2kF7Mk6"
2022-03-14 16:40:49,CodyToyota,"Texas, USA",7 medals in 7 events‼️ @OksanaMasters has won a medal in EVERY event she competed in at the 2022 Games and is the f… https://t.co/8fgHa61Gze
2022-03-14 16:40:22,CodyToyota,"Texas, USA",Incredible! #TeamToyota's @ricosled23 and @usahockey win the gold medal in the Men's Sled Hockey at the… https://t.co/cS0JlaHjBP
2022-03-14 16:30:00,GBSnowsport,United Kingdom,"🤘🥉 Bronze 🥉🤘

Ollie Hill became @ParalympicsGB's FIRST EVER Snowboard medallist winning bronze in the Banked Slalom… https://t.co/nmSa7EoSjk"
2022-03-14 16:28:57,sumner929,"Charleston, SC",Just read a crazy @TeamUSA @Paralympics hockey stat. The Men's team allowed only 1 goal the whole tournament! Amazi… https://t.co/CoRaI4zwzu
2022-03-14 16:18:38,GovMurphy,"New Jersey, USA",Congratulations to New Jersey’s own @JWallace_USA and @spudsusa27 on bringing home the gold in sled hockey! @TeamUSA #WinterParalympics
2022-03-14 16:08:37,paulnords,"St Louis, MO","Congratulations to Team USA on winning another gold medal at this years Paralympic Games, beating Canada 5-0. I got… https://t.co/67RoOCMnTN"
2022-03-14 16:08:33,paulnords,"St Louis, MO","Congratulations to Team USA on winning another gold medal at this years Paralympic Games, beating Canada 5-0. I got… https://t.co/dlYoGQWEEd"
2022-03-14 15:59:51,usahockey,"Colorado Springs, Colo.",".@LifeofaLW left the 2022 #WinterParalympics without allowing a single goal on net.👊

#TeamUSA🇺🇸 https://t.co/czPrqkjoeO"
2022-03-14 15:59:43,ParaSportsFan,,"Well, the flame is out and the 2022 Beigjing #WinterParalympics have come to a close. 46 countries, 546 athletes, 7… https://t.co/bPWX57lpgB"
2022-03-14 15:57:46,AsianGamesOCA,Kuwait,"𝐁𝐞𝐢𝐣𝐢𝐧𝐠 𝟐𝟎𝟐𝟐 𝐏𝐚𝐫𝐚𝐥𝐲𝐦𝐩𝐢𝐜𝐬 𝐚𝐛𝐥𝐞𝐝 𝐮𝐬 𝐭𝐨 𝐰𝐢𝐭𝐧𝐞𝐬𝐬 𝐠𝐫𝐞𝐚𝐭𝐧𝐞𝐬𝐬.🏆

We want to thank all athletes for putting on a great show… https://t.co/KzUjTFhIRt"
2022-03-14 15:45:47,km_caroline,Shropshire,Congratulations on #Ukraine coming second on the #WinterParalympics medal table. I hope you get to where you're going safely xx
2022-03-14 15:22:37,mitchzimmerman,United States,Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/T82QGXPhWd
2022-03-14 15:12:25,jrier,Michigan,Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/ysfKlKD33c
2022-03-14 15:11:43,ChineseEmbTZ,Dar es Salaam,"Warm congratulations to the Chinese delegation for its ""best in history"" performance at the #Beijing2022… https://t.co/ZEypTGW9sA"
2022-03-14 15:08:17,paulnords,"St Louis, MO","Congratulations to Team USA on winning another gold medal at this years Paralympic Games, beating Canada 5-0. I got… https://t.co/MpwgNnibZO"
2022-03-14 15:04:03,Quicktake,,"🏅 “It’s a result for (the) people of Ukraine. They need this victory because it’s hope.”

Ukraine finished 2nd in t… https://t.co/MjwmeCnsMW"
2022-03-14 15:01:02,janicecamacho18,,What a game! 👏 Congratulations to #TeamPanasonic’s @tylermcgregor08 and his team for taking the silver in Para Sled… https://t.co/0DDKsgXO7i
2022-03-14 14:55:30,WSPJR4,"Plano, TX",7 medals in 7 events‼️ @OksanaMasters has won a medal in EVERY event she competed in at the 2022 Games and is the f… https://t.co/vMDAm9LFHV
2022-03-14 14:55:23,WSPJR4,"Plano, TX",Incredible! #TeamToyota's @ricosled23 and @usahockey win the gold medal in the Men's Sled Hockey at the… https://t.co/Mo07AXNlPk
2022-03-14 14:55:09,WSPJR4,"Plano, TX",Team Toyota’s Oksana Masters Becomes Most Decorated U.S. Winter Paralympian at the 2022 Paralympic Winter Games… https://t.co/RPPvPbvKVh
2022-03-14 14:55:01,WSPJR4,"Plano, TX","Team USA, Team Toyota’s Rico Roman Wins Third Paralympic Medal at Paralympic Winter Games #WinterParalympics… https://t.co/QTwXznrRWm"
2022-03-14 14:54:53,WSPJR4,"Plano, TX",Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/77kJfoOmPx
2022-03-14 14:53:07,KotaCorey,"Dallas, TX",Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/DzQNsyURIl
2022-03-14 14:52:59,KotaCorey,"Dallas, TX","Team USA, Team Toyota’s Rico Roman Wins Third Paralympic Medal at Paralympic Winter Games #WinterParalympics… https://t.co/mUFQVOZvq6"
2022-03-14 14:52:48,KotaCorey,"Dallas, TX",Team Toyota’s Oksana Masters Becomes Most Decorated U.S. Winter Paralympian at the 2022 Paralympic Winter Games… https://t.co/KVCIljljUt
2022-03-14 14:49:55,KFardoost,Hermosa Beach,7 medals in 7 events‼️ @OksanaMasters has won a medal in EVERY event she competed in at the 2022 Games and is the f… https://t.co/tdpJCpkzdK
2022-03-14 14:49:49,KFardoost,Hermosa Beach,Incredible! #TeamToyota's @ricosled23 and @usahockey win the gold medal in the Men's Sled Hockey at the… https://t.co/YrnZMXUZb0
2022-03-14 14:49:34,KFardoost,Hermosa Beach,Team Toyota’s Oksana Masters Becomes Most Decorated U.S. Winter Paralympian at the 2022 Paralympic Winter Games… https://t.co/JrqP6IYxjJ
2022-03-14 14:49:26,KFardoost,Hermosa Beach,"Team USA, Team Toyota’s Rico Roman Wins Third Paralympic Medal at Paralympic Winter Games #WinterParalympics… https://t.co/5yCyQYdX9k"
2022-03-14 14:49:13,KFardoost,Hermosa Beach,Team Toyota USA 2022 Winter Paralympics Medal Count - March 14 #TeamToyota #WinterParalympics… https://t.co/gdOJgQNuf0
2022-03-14 14:44:22,FS_TrainingUK,Yorkshire and The Humber,"Outstanding work @ParalympicsGB, you should all be very proud! 👏🤩

#WinterParalympics #teamgb https://t.co/8p8hLPAkap"
2022-03-14 14:19:29,Miyuko_junsei,New York City,#BingDwenDwen and #ShueyRhonRhon charmed the entire #WinterOlympics and #WinterParalympics with 😃 on their faces. https://t.co/jRGwLrWUW7
2022-03-14 14:03:46,USOPC_AAC,,Shoutout to @GabelKeith carrying the Stars and Stripes at Closing Ceremony❕🇺🇸🇺🇸🇺🇸 #winterparalympics #teamusa… https://t.co/4feNeeGzWF
2022-03-14 14:01:30,globaltimesnews,"Beijing, China","The curtain dropped on the #Beijing2022 #WinterParalympics on Sunday, but the cherished memories will stay forever.… https://t.co/oMQCZGK4yY"
